index,innumcluster,overlaps,stretches,position,friction,middleCharge,otherCharge,otherparam,AnzahlLinks
3258,1,1.0,0.0,0.0,0.85,-22,-2,16,644
3322,1,1.0,0.0,0.0,0.85,-18,-2,16,644
3378,1,1.0,0.0,0.0,0.85,-14,-6,16,644
3386,1,1.0,0.0,0.0,0.85,-14,-2,16,644
3442,1,1.0,0.0,0.0,0.85,-10,-6,16,644
3506,1,1.0,0.0,0.0,0.85,-6,-6,16,644
3514,1,1.0,0.0,0.0,0.85,-6,-2,16,644
3570,1,1.0,0.0,0.0,0.85,-2,-6,16,644
3578,1,1.0,0.0,0.0,0.85,-2,-2,16,644
4,2,3.31662479036,31.2729915422,0.0,0.1,-30,-30,18,644
12,2,3.46410161514,30.6920185064,0.0,0.1,-30,-26,18,644
20,2,3.46410161514,31.5277655409,0.0,0.1,-30,-22,18,644
28,2,3.46410161514,31.5277655409,0.0,0.1,-30,-18,18,644
36,2,3.46410161514,31.5277655409,0.0,0.1,-30,-14,18,644
44,2,3.46410161514,31.4642654451,0.0,0.1,-30,-10,18,644
52,2,3.46410161514,30.9192496675,0.0,0.1,-30,-6,18,644
60,2,3.46410161514,30.9838667697,0.0,0.1,-30,-2,18,644
68,2,3.46410161514,31.5911379979,0.0,0.1,-26,-30,18,644
76,2,3.31662479036,31.2409987036,0.0,0.1,-26,-26,18,644
84,2,3.46410161514,31.5277655409,0.0,0.1,-26,-22,18,644
92,2,3.46410161514,30.8544972411,0.0,0.1,-26,-18,18,644
100,2,3.46410161514,31.7804971641,0.0,0.1,-26,-14,18,644
108,2,3.46410161514,30.9192496675,0.0,0.1,-26,-10,18,644
116,2,3.46410161514,31.3687742827,0.0,0.1,-26,-6,18,644
124,2,3.46410161514,31.0161248385,0.0,0.1,-26,-2,18,644
132,2,3.31662479036,31.2409987036,0.0,0.1,-22,-30,18,644
140,2,3.46410161514,31.5277655409,0.0,0.1,-22,-26,18,644
148,2,3.46410161514,31.336879232,0.0,0.1,-22,-22,18,644
156,2,3.46410161514,31.336879232,0.0,0.1,-22,-18,18,644
164,2,3.46410161514,31.432467291,0.0,0.1,-22,-14,18,644
172,2,3.46410161514,32.0624390838,0.0,0.1,-22,-10,18,644
180,2,3.46410161514,30.9838667697,0.0,0.1,-22,-6,18,644
188,2,3.46410161514,31.0161248385,0.0,0.1,-22,-2,18,644
196,2,3.31662479036,31.432467291,0.0,0.1,-18,-30,18,644
204,2,3.46410161514,30.9192496675,0.0,0.1,-18,-26,18,644
212,2,3.46410161514,31.304951685,0.0,0.1,-18,-22,18,644
220,2,3.46410161514,31.336879232,0.0,0.1,-18,-18,18,644
228,2,3.46410161514,31.5911379979,0.0,0.1,-18,-14,18,644
236,2,3.46410161514,30.9838667697,0.0,0.1,-18,-10,18,644
244,2,3.46410161514,31.0161248385,0.0,0.1,-18,-6,18,644
252,2,3.46410161514,31.0805405358,0.0,0.1,-18,-2,18,644
260,2,3.46410161514,31.5911379979,0.0,0.1,-14,-30,18,644
268,2,3.46410161514,30.9515750811,0.0,0.1,-14,-26,18,644
276,2,3.46410161514,30.886890423,0.0,0.1,-14,-22,18,644
284,2,3.46410161514,31.0161248385,0.0,0.1,-14,-18,18,644
292,2,3.46410161514,31.0161248385,0.0,0.1,-14,-14,18,644
300,2,3.46410161514,31.3687742827,0.0,0.1,-14,-10,18,644
308,2,3.46410161514,31.0483493925,0.0,0.1,-14,-6,18,644
316,2,3.46410161514,31.432467291,0.0,0.1,-14,-2,18,644
324,2,3.31662479036,31.304951685,0.0,0.1,-10,-30,18,644
332,2,3.46410161514,31.0161248385,0.0,0.1,-10,-26,18,644
340,2,3.46410161514,31.3687742827,0.0,0.1,-10,-22,18,644
348,2,3.46410161514,31.4006369362,0.0,0.1,-10,-18,18,644
356,2,3.46410161514,30.9838667697,0.0,0.1,-10,-14,18,644
364,2,3.46410161514,31.0161248385,0.0,0.1,-10,-10,18,644
372,2,3.46410161514,31.9061122671,0.0,0.1,-10,-6,18,644
380,2,3.46410161514,31.1769145362,0.0,0.1,-10,-2,18,644
388,2,3.46410161514,31.0161248385,0.0,0.1,-6,-30,18,644
396,2,3.31662479036,32.0312347561,0.0,0.1,-6,-26,18,644
404,2,3.46410161514,31.0483493925,0.0,0.1,-6,-22,18,644
412,2,3.46410161514,31.0483493925,0.0,0.1,-6,-18,18,644
420,2,3.46410161514,31.336879232,0.0,0.1,-6,-14,18,644
444,2,3.46410161514,31.2089730687,0.0,0.1,-6,-2,18,644
452,2,3.31662479036,32.0,0.0,0.1,-2,-30,18,644
468,2,3.46410161514,31.4006369362,0.0,0.1,-2,-22,18,644
476,2,3.46410161514,31.0805405358,0.0,0.1,-2,-18,18,644
484,2,3.46410161514,31.874754901,0.0,0.1,-2,-14,18,644
492,2,3.46410161514,31.1769145362,0.0,0.1,-2,-10,18,644
500,2,3.46410161514,31.1769145362,0.0,0.1,-2,-6,18,644
508,2,3.46410161514,31.6859590355,0.0,0.1,-2,-2,18,644
7,3,10.6301458127,33.674916481,0.0,0.1,-30,-30,21,644
15,3,10.3923048454,33.6154726279,0.0,0.1,-30,-26,21,644
31,3,10.5830052443,33.6154726279,0.0,0.1,-30,-18,21,644
39,3,10.7703296143,33.6154726279,0.0,0.1,-30,-14,21,644
47,3,10.3923048454,33.7045990927,0.0,0.1,-30,-10,21,644
55,3,10.3923048454,33.7045990927,0.0,0.1,-30,-6,21,644
63,3,10.8627804912,33.5857112475,0.0,0.1,-30,-2,21,644
71,3,10.3923048454,33.7638860323,0.0,0.1,-26,-30,21,644
79,3,10.3923048454,33.6154726279,0.0,0.1,-26,-26,21,644
87,3,10.3923048454,33.674916481,0.0,0.1,-26,-22,21,644
95,3,10.5830052443,33.2264954517,0.0,0.1,-26,-18,21,644
103,3,10.7703296143,33.5857112475,0.0,0.1,-26,-14,21,644
111,3,10.7703296143,33.5559234711,0.0,0.1,-26,-10,21,644
119,3,10.7703296143,33.5857112475,0.0,0.1,-26,-6,21,644
127,3,10.8627804912,33.5559234711,0.0,0.1,-26,-2,21,644
135,3,10.3923048454,33.6154726279,0.0,0.1,-22,-30,21,644
143,3,10.3923048454,33.5857112475,0.0,0.1,-22,-26,21,644
151,3,10.7703296143,33.4664010614,0.0,0.1,-22,-22,21,644
159,3,10.3923048454,33.5559234711,0.0,0.1,-22,-18,21,644
167,3,10.3923048454,33.7638860323,0.0,0.1,-22,-14,21,644
175,3,10.7703296143,33.5559234711,0.0,0.1,-22,-10,21,644
183,3,10.7703296143,33.5857112475,0.0,0.1,-22,-6,21,644
191,3,10.7703296143,33.5559234711,0.0,0.1,-22,-2,21,644
199,3,10.3923048454,33.7638860323,0.0,0.1,-18,-30,21,644
207,3,10.3923048454,33.674916481,0.0,0.1,-18,-26,21,644
215,3,10.3923048454,33.7045990927,0.0,0.1,-18,-22,21,644
223,3,10.7703296143,33.4664010614,0.0,0.1,-18,-18,21,644
239,3,10.7703296143,33.5559234711,0.0,0.1,-18,-10,21,644
247,3,10.7703296143,33.6452076825,0.0,0.1,-18,-6,21,644
255,3,10.8627804912,33.4664010614,0.0,0.1,-18,-2,21,644
263,3,10.3923048454,33.7045990927,0.0,0.1,-14,-30,21,644
271,3,10.3923048454,33.5857112475,0.0,0.1,-14,-26,21,644
279,3,10.3923048454,33.7342555869,0.0,0.1,-14,-22,21,644
287,3,10.7703296143,33.5559234711,0.0,0.1,-14,-18,21,644
295,3,10.677078252,33.674916481,0.0,0.1,-14,-14,21,644
303,3,10.3923048454,33.6452076825,0.0,0.1,-14,-10,21,644
311,3,10.7703296143,33.6452076825,0.0,0.1,-14,-6,21,644
319,3,10.8627804912,33.406586177,0.0,0.1,-14,-2,21,644
327,3,10.3923048454,33.7934904974,0.0,0.1,-10,-30,21,644
335,3,10.3923048454,33.7342555869,0.0,0.1,-10,-26,21,644
351,3,10.7703296143,33.5559234711,0.0,0.1,-10,-18,21,644
359,3,10.7703296143,33.406586177,0.0,0.1,-10,-14,21,644
367,3,10.3923048454,33.7638860323,0.0,0.1,-10,-10,21,644
375,3,10.7703296143,33.5261092285,0.0,0.1,-10,-6,21,644
383,3,10.8627804912,33.3466640011,0.0,0.1,-10,-2,21,644
391,3,10.7703296143,33.5261092285,0.0,0.1,-6,-30,21,644
399,3,10.3923048454,33.5857112475,0.0,0.1,-6,-26,21,644
407,3,10.3923048454,33.5559234711,0.0,0.1,-6,-22,21,644
415,3,10.7703296143,33.5261092285,0.0,0.1,-6,-18,21,644
423,3,10.6301458127,33.6154726279,0.0,0.1,-6,-14,21,644
439,3,10.7703296143,33.5261092285,0.0,0.1,-6,-6,21,644
447,3,10.7703296143,33.5857112475,0.0,0.1,-6,-2,21,644
463,3,10.3923048454,33.5857112475,0.0,0.1,-2,-26,21,644
471,3,10.7703296143,33.3466640011,0.0,0.1,-2,-22,21,644
487,3,10.3923048454,33.7045990927,0.0,0.1,-2,-14,21,644
495,3,10.6301458127,33.6154726279,0.0,0.1,-2,-10,21,644
503,3,10.3923048454,33.6452076825,0.0,0.1,-2,-6,21,644
511,3,10.8627804912,33.3166624979,0.0,0.1,-2,-2,21,644
1671,3,11.0905365064,33.4365069946,0.0,0.475,-22,-30,21,644
1679,3,11.0905365064,33.4962684489,0.0,0.475,-22,-26,21,644
2302,3,10.7703296143,33.7342555869,0.0,0.6,-18,-2,20,644
2414,3,10.6301458127,33.4962684489,0.0,0.6,-10,-10,20,644
2422,3,10.9087121146,33.1360830516,0.0,0.6,-10,-6,20,644
13,4,6.8556546004,32.9545141066,0.0,0.1,-30,-26,19,644
29,4,6.8556546004,33.3766385366,0.0,0.1,-30,-18,19,644
37,4,6.8556546004,33.1360830516,0.0,0.1,-30,-14,19,644
45,4,6.8556546004,33.2264954517,0.0,0.1,-30,-10,19,644
53,4,6.8556546004,33.0756708171,0.0,0.1,-30,-6,19,644
61,4,6.8556546004,32.9241552663,0.0,0.1,-30,-2,19,644
77,4,6.8556546004,32.9545141066,0.0,0.1,-26,-26,19,644
85,4,6.8556546004,33.0151480384,0.0,0.1,-26,-22,19,644
109,4,6.8556546004,33.0151480384,0.0,0.1,-26,-10,19,644
117,4,6.8556546004,33.1058907145,0.0,0.1,-26,-6,19,644
125,4,6.8556546004,33.1963853454,0.0,0.1,-26,-2,19,644
149,4,6.8556546004,33.0454232837,0.0,0.1,-22,-22,19,644
157,4,6.8556546004,33.1360830516,0.0,0.1,-22,-18,19,644
173,4,6.8556546004,32.4961536185,0.0,0.1,-22,-10,19,644
181,4,6.8556546004,32.8937684068,0.0,0.1,-22,-6,19,644
189,4,6.8556546004,33.4664010614,0.0,0.1,-22,-2,19,644
229,4,6.8556546004,32.9241552663,0.0,0.1,-18,-14,19,644
237,4,6.8556546004,33.3166624979,0.0,0.1,-18,-10,19,644
245,4,6.8556546004,33.1662479036,0.0,0.1,-18,-6,19,644
253,4,6.8556546004,32.4653661615,0.0,0.1,-18,-2,19,644
277,4,6.8556546004,33.4365069946,0.0,0.1,-14,-22,19,644
285,4,6.8556546004,32.9241552663,0.0,0.1,-14,-18,19,644
293,4,6.8556546004,32.9848450049,0.0,0.1,-14,-14,19,644
301,4,6.8556546004,33.1058907145,0.0,0.1,-14,-10,19,644
309,4,6.8556546004,32.9241552663,0.0,0.1,-14,-6,19,644
317,4,6.8556546004,32.9848450049,0.0,0.1,-14,-2,19,644
333,4,6.8556546004,33.3766385366,0.0,0.1,-10,-26,19,644
341,4,6.8556546004,32.8937684068,0.0,0.1,-10,-22,19,644
365,4,6.8556546004,33.3466640011,0.0,0.1,-10,-10,19,644
373,4,6.8556546004,32.9545141066,0.0,0.1,-10,-6,19,644
381,4,6.8556546004,33.2264954517,0.0,0.1,-10,-2,19,644
389,4,6.8556546004,33.6452076825,0.0,0.1,-6,-30,19,644
397,4,6.8556546004,33.0756708171,0.0,0.1,-6,-26,19,644
413,4,6.8556546004,33.5261092285,0.0,0.1,-6,-18,19,644
421,4,6.8556546004,33.0756708171,0.0,0.1,-6,-14,19,644
445,4,6.8556546004,32.7108544676,0.0,0.1,-6,-2,19,644
477,4,6.8556546004,33.2264954517,0.0,0.1,-2,-18,19,644
501,4,6.8556546004,32.4653661615,0.0,0.1,-2,-6,19,644
509,4,6.8556546004,33.0454232837,0.0,0.1,-2,-2,19,644
27,5,2.2360679775,4.0,0.0,0.1,-30,-18,17,644
43,5,2.2360679775,3.46410161514,0.0,0.1,-30,-10,17,644
67,5,2.2360679775,4.0,0.0,0.1,-26,-30,17,644
75,5,2.2360679775,4.0,0.0,0.1,-26,-26,17,644
99,5,2.2360679775,3.46410161514,0.0,0.1,-26,-14,17,644
131,5,1.73205080757,4.0,0.0,0.1,-22,-30,17,644
195,5,1.73205080757,4.0,0.0,0.1,-18,-30,17,644
203,5,2.2360679775,3.46410161514,0.0,0.1,-18,-26,17,644
571,5,2.0,4.0,0.0,0.225,-30,-2,17,644
603,5,2.2360679775,4.24264068712,0.0,0.225,-26,-18,17,644
611,5,2.2360679775,4.0,0.0,0.225,-26,-14,17,644
619,5,2.2360679775,4.0,0.0,0.225,-26,-10,17,644
627,5,2.0,4.0,0.0,0.225,-26,-6,17,644
659,5,2.2360679775,4.24264068712,0.0,0.225,-22,-22,17,644
667,5,2.2360679775,4.24264068712,0.0,0.225,-22,-18,17,644
675,5,2.2360679775,4.0,0.0,0.225,-22,-14,17,644
683,5,2.2360679775,4.0,0.0,0.225,-22,-10,17,644
691,5,2.0,4.0,0.0,0.225,-22,-6,17,644
723,5,2.2360679775,4.24264068712,0.0,0.225,-18,-22,17,644
731,5,2.2360679775,4.24264068712,0.0,0.225,-18,-18,17,644
739,5,2.2360679775,4.0,0.0,0.225,-18,-14,17,644
755,5,2.0,4.0,0.0,0.225,-18,-6,17,644
787,5,2.2360679775,4.24264068712,0.0,0.225,-14,-22,17,644
795,5,2.2360679775,4.0,0.0,0.225,-14,-18,17,644
803,5,2.2360679775,4.0,0.0,0.225,-14,-14,17,644
811,5,2.2360679775,4.0,0.0,0.225,-14,-10,17,644
851,5,2.2360679775,4.24264068712,0.0,0.225,-10,-22,17,644
859,5,2.2360679775,4.0,0.0,0.225,-10,-18,17,644
867,5,2.2360679775,3.46410161514,0.0,0.225,-10,-14,17,644
907,5,2.2360679775,3.74165738677,0.0,0.225,-6,-26,17,644
915,5,2.2360679775,4.24264068712,0.0,0.225,-6,-22,17,644
923,5,2.2360679775,3.46410161514,0.0,0.225,-6,-18,17,644
931,5,2.2360679775,3.46410161514,0.0,0.225,-6,-14,17,644
939,5,2.2360679775,3.46410161514,0.0,0.225,-6,-10,17,644
979,5,2.2360679775,3.46410161514,0.0,0.225,-2,-22,17,644
987,5,2.2360679775,3.46410161514,0.0,0.225,-2,-18,17,644
2875,5,2.2360679775,4.472135955,0.0,0.725,-14,-2,17,644
51,6,2.2360679775,0.0,0.0,0.1,-30,-6,17,644
59,6,2.2360679775,0.0,0.0,0.1,-30,-2,17,644
115,6,2.2360679775,0.0,0.0,0.1,-26,-6,17,644
123,6,2.2360679775,0.0,0.0,0.1,-26,-2,17,644
171,6,2.2360679775,0.0,0.0,0.1,-22,-10,17,644
179,6,2.2360679775,0.0,0.0,0.1,-22,-6,17,644
187,6,2.2360679775,0.0,0.0,0.1,-22,-2,17,644
235,6,2.2360679775,0.0,0.0,0.1,-18,-10,17,644
243,6,2.2360679775,0.0,0.0,0.1,-18,-6,17,644
251,6,2.2360679775,0.0,0.0,0.1,-18,-2,17,644
283,6,2.2360679775,0.0,0.0,0.1,-14,-18,17,644
291,6,2.2360679775,0.0,0.0,0.1,-14,-14,17,644
299,6,2.2360679775,0.0,0.0,0.1,-14,-10,17,644
307,6,2.2360679775,0.0,0.0,0.1,-14,-6,17,644
315,6,2.2360679775,0.0,0.0,0.1,-14,-2,17,644
339,6,2.2360679775,0.0,0.0,0.1,-10,-22,17,644
347,6,2.2360679775,0.0,0.0,0.1,-10,-18,17,644
355,6,2.2360679775,0.0,0.0,0.1,-10,-14,17,644
363,6,2.2360679775,0.0,0.0,0.1,-10,-10,17,644
371,6,2.2360679775,0.0,0.0,0.1,-10,-6,17,644
379,6,2.2360679775,0.0,0.0,0.1,-10,-2,17,644
395,6,2.2360679775,0.0,0.0,0.1,-6,-26,17,644
411,6,2.2360679775,0.0,0.0,0.1,-6,-18,17,644
443,6,2.2360679775,0.0,0.0,0.1,-6,-2,17,644
475,6,2.2360679775,0.0,0.0,0.1,-2,-18,17,644
507,6,2.2360679775,0.0,0.0,0.1,-2,-2,17,644
1011,6,2.2360679775,0.0,0.0,0.225,-2,-6,17,644
1019,6,2.44948974278,0.0,0.0,0.225,-2,-2,17,644
126,7,9.89949493661,32.8937684068,0.0,0.1,-26,-2,20,644
190,7,9.21954445729,33.1963853454,0.0,0.1,-22,-2,20,644
414,7,9.21954445729,32.9545141066,0.0,0.1,-6,-18,20,644
518,7,9.64365076099,33.0756708171,0.0,0.225,-30,-30,20,644
534,7,9.53939201417,32.7719392163,0.0,0.225,-30,-22,20,644
558,7,9.43398113206,33.5559234711,0.0,0.225,-30,-10,20,644
566,7,9.48683298051,33.674916481,0.0,0.225,-30,-6,20,644
574,7,9.48683298051,33.7638860323,0.0,0.225,-30,-2,20,644
614,7,9.53939201417,33.3766385366,0.0,0.225,-26,-14,20,644
630,7,9.48683298051,33.4664010614,0.0,0.225,-26,-6,20,644
638,7,9.48683298051,33.5559234711,0.0,0.225,-26,-2,20,644
662,7,9.43398113206,32.9848450049,0.0,0.225,-22,-22,20,644
678,7,9.43398113206,33.0454232837,0.0,0.225,-22,-14,20,644
686,7,9.43398113206,33.3166624979,0.0,0.225,-22,-10,20,644
694,7,9.48683298051,33.4365069946,0.0,0.225,-22,-6,20,644
702,7,9.59166304663,33.674916481,0.0,0.225,-22,-2,20,644
718,7,9.64365076099,33.0454232837,0.0,0.225,-18,-26,20,644
726,7,9.43398113206,32.8937684068,0.0,0.225,-18,-22,20,644
734,7,9.43398113206,33.1360830516,0.0,0.225,-18,-18,20,644
742,7,9.53939201417,33.2866339542,0.0,0.225,-18,-14,20,644
750,7,9.53939201417,33.4664010614,0.0,0.225,-18,-10,20,644
758,7,9.48683298051,33.5559234711,0.0,0.225,-18,-6,20,644
766,7,9.59166304663,33.674916481,0.0,0.225,-18,-2,20,644
790,7,9.43398113206,33.1360830516,0.0,0.225,-14,-22,20,644
798,7,9.43398113206,33.0151480384,0.0,0.225,-14,-18,20,644
806,7,9.53939201417,33.4664010614,0.0,0.225,-14,-14,20,644
814,7,9.53939201417,33.406586177,0.0,0.225,-14,-10,20,644
822,7,9.48683298051,33.5261092285,0.0,0.225,-14,-6,20,644
830,7,9.59166304663,33.5559234711,0.0,0.225,-14,-2,20,644
862,7,9.53939201417,32.9545141066,0.0,0.225,-10,-18,20,644
870,7,9.43398113206,33.1963853454,0.0,0.225,-10,-14,20,644
878,7,9.43398113206,33.1058907145,0.0,0.225,-10,-10,20,644
886,7,9.43398113206,33.3466640011,0.0,0.225,-10,-6,20,644
894,7,9.59166304663,33.6154726279,0.0,0.225,-10,-2,20,644
926,7,9.53939201417,32.9545141066,0.0,0.225,-6,-18,20,644
934,7,9.53939201417,33.0756708171,0.0,0.225,-6,-14,20,644
942,7,9.59166304663,33.3466640011,0.0,0.225,-6,-10,20,644
950,7,9.59166304663,32.9241552663,0.0,0.225,-6,-6,20,644
958,7,9.48683298051,33.4365069946,0.0,0.225,-6,-2,20,644
1038,7,9.38083151965,33.7342555869,0.0,0.35,-30,-26,20,644
1046,7,9.48683298051,33.8526217596,0.0,0.35,-30,-22,20,644
1054,7,9.89949493661,34.0293990543,0.0,0.35,-30,-18,20,644
1062,7,9.79795897113,34.0,0.0,0.35,-30,-14,20,644
1070,7,9.79795897113,34.2344855372,0.0,0.35,-30,-10,20,644
1078,7,10.0498756211,34.263683398,0.0,0.35,-30,-6,20,644
1102,7,9.59166304663,33.9116499156,0.0,0.35,-26,-26,20,644
1110,7,9.48683298051,33.9116499156,0.0,0.35,-26,-22,20,644
1118,7,9.89949493661,34.1467421579,0.0,0.35,-26,-18,20,644
1126,7,9.79795897113,34.1174442185,0.0,0.35,-26,-14,20,644
1134,7,9.8488578018,34.3802268753,0.0,0.35,-26,-10,20,644
1150,7,10.1980390272,34.4093010682,0.0,0.35,-26,-2,20,644
1158,7,9.38083151965,33.9705755029,0.0,0.35,-22,-30,20,644
1166,7,9.59166304663,33.4664010614,0.0,0.35,-22,-26,20,644
1174,7,9.74679434481,33.6452076825,0.0,0.35,-22,-22,20,644
1182,7,9.79795897113,33.4962684489,0.0,0.35,-22,-18,20,644
1190,7,9.79795897113,34.1467421579,0.0,0.35,-22,-14,20,644
1198,7,9.74679434481,33.7342555869,0.0,0.35,-22,-10,20,644
1206,7,9.8488578018,34.3802268753,0.0,0.35,-22,-6,20,644
1214,7,10.1488915651,34.4673758792,0.0,0.35,-22,-2,20,644
1222,7,9.38083151965,33.8230690506,0.0,0.35,-18,-30,20,644
1230,7,9.69535971483,33.406586177,0.0,0.35,-18,-26,20,644
1238,7,9.89949493661,33.7342555869,0.0,0.35,-18,-22,20,644
1246,7,9.79795897113,33.2866339542,0.0,0.35,-18,-18,20,644
1254,7,9.8488578018,33.7638860323,0.0,0.35,-18,-14,20,644
1262,7,9.74679434481,34.0881210981,0.0,0.35,-18,-10,20,644
1270,7,9.8488578018,34.3220046035,0.0,0.35,-18,-6,20,644
1278,7,9.59166304663,33.5261092285,0.0,0.35,-18,-2,20,644
1286,7,9.59166304663,33.4962684489,0.0,0.35,-14,-30,20,644
1294,7,9.69535971483,33.5559234711,0.0,0.35,-14,-26,20,644
1302,7,9.89949493661,33.4962684489,0.0,0.35,-14,-22,20,644
1310,7,9.79795897113,33.9116499156,0.0,0.35,-14,-18,20,644
1318,7,9.8488578018,33.9116499156,0.0,0.35,-14,-14,20,644
1326,7,9.74679434481,34.1760149813,0.0,0.35,-14,-10,20,644
1334,7,9.8488578018,34.205262753,0.0,0.35,-14,-6,20,644
1342,7,10.1488915651,34.0881210981,0.0,0.35,-14,-2,20,644
1358,7,9.8488578018,32.9545141066,0.0,0.35,-10,-26,20,644
1366,7,9.89949493661,33.406586177,0.0,0.35,-10,-22,20,644
1374,7,9.8488578018,33.4664010614,0.0,0.35,-10,-18,20,644
1382,7,9.8488578018,34.0881210981,0.0,0.35,-10,-14,20,644
1390,7,9.74679434481,34.1467421579,0.0,0.35,-10,-10,20,644
1398,7,10.1488915651,34.1174442185,0.0,0.35,-10,-6,20,644
1406,7,10.0498756211,34.1467421579,0.0,0.35,-10,-2,20,644
1430,7,9.89949493661,33.4365069946,0.0,0.35,-6,-22,20,644
1438,7,9.8488578018,33.5857112475,0.0,0.35,-6,-18,20,644
1446,7,9.74679434481,33.7934904974,0.0,0.35,-6,-14,20,644
1454,7,9.74679434481,33.4962684489,0.0,0.35,-6,-10,20,644
1462,7,9.64365076099,32.9545141066,0.0,0.35,-6,-6,20,644
1470,7,9.94987437107,34.3511280746,0.0,0.35,-6,-2,20,644
1494,7,9.89949493661,33.5261092285,0.0,0.35,-2,-22,20,644
1502,7,9.8488578018,33.5559234711,0.0,0.35,-2,-18,20,644
1510,7,9.74679434481,33.7638860323,0.0,0.35,-2,-14,20,644
1518,7,9.89949493661,34.0,0.0,0.35,-2,-10,20,644
1526,7,9.53939201417,34.3802268753,0.0,0.35,-2,-6,20,644
1534,7,9.79795897113,34.4383507154,0.0,0.35,-2,-2,20,644
2094,7,9.64365076099,33.5559234711,0.0,0.6,-30,-10,20,644
2142,7,9.53939201417,34.3511280746,0.0,0.6,-26,-18,20,644
2278,7,10.1980390272,34.0293990543,0.0,0.6,-18,-14,20,644
525,8,7.74596669241,0.0,0.0,0.225,-30,-26,19,644
549,8,7.81024967591,0.0,0.0,0.225,-30,-14,19,644
565,8,8.24621125124,0.0,0.0,0.225,-30,-6,19,644
573,8,8.42614977318,0.0,0.0,0.225,-30,-2,19,644
581,8,7.87400787401,0.0,0.0,0.225,-26,-30,19,644
589,8,7.74596669241,0.0,0.0,0.225,-26,-26,19,644
597,8,7.81024967591,0.0,0.0,0.225,-26,-22,19,644
605,8,7.81024967591,0.0,0.0,0.225,-26,-18,19,644
613,8,7.81024967591,0.0,0.0,0.225,-26,-14,19,644
621,8,7.81024967591,0.0,0.0,0.225,-26,-10,19,644
629,8,8.30662386292,0.0,0.0,0.225,-26,-6,19,644
637,8,8.42614977318,0.0,0.0,0.225,-26,-2,19,644
645,8,7.74596669241,0.0,0.0,0.225,-22,-30,19,644
653,8,7.74596669241,0.0,0.0,0.225,-22,-26,19,644
661,8,7.81024967591,0.0,0.0,0.225,-22,-22,19,644
669,8,7.81024967591,0.0,0.0,0.225,-22,-18,19,644
677,8,7.74596669241,0.0,0.0,0.225,-22,-14,19,644
685,8,7.81024967591,0.0,0.0,0.225,-22,-10,19,644
693,8,8.30662386292,0.0,0.0,0.225,-22,-6,19,644
701,8,8.42614977318,0.0,0.0,0.225,-22,-2,19,644
709,8,7.74596669241,0.0,0.0,0.225,-18,-30,19,644
717,8,7.74596669241,0.0,0.0,0.225,-18,-26,19,644
725,8,7.81024967591,0.0,0.0,0.225,-18,-22,19,644
741,8,7.74596669241,0.0,0.0,0.225,-18,-14,19,644
749,8,7.81024967591,0.0,0.0,0.225,-18,-10,19,644
757,8,8.30662386292,0.0,0.0,0.225,-18,-6,19,644
765,8,8.42614977318,0.0,0.0,0.225,-18,-2,19,644
773,8,7.74596669241,0.0,0.0,0.225,-14,-30,19,644
781,8,7.74596669241,0.0,0.0,0.225,-14,-26,19,644
797,8,7.74596669241,0.0,0.0,0.225,-14,-18,19,644
821,8,8.30662386292,0.0,0.0,0.225,-14,-6,19,644
829,8,8.66025403784,0.0,0.0,0.225,-14,-2,19,644
837,8,7.74596669241,0.0,0.0,0.225,-10,-30,19,644
845,8,7.81024967591,0.0,0.0,0.225,-10,-26,19,644
853,8,7.81024967591,0.0,0.0,0.225,-10,-22,19,644
861,8,7.74596669241,0.0,0.0,0.225,-10,-18,19,644
869,8,7.74596669241,0.0,0.0,0.225,-10,-14,19,644
877,8,8.30662386292,0.0,0.0,0.225,-10,-10,19,644
885,8,8.30662386292,0.0,0.0,0.225,-10,-6,19,644
893,8,8.66025403784,0.0,0.0,0.225,-10,-2,19,644
901,8,7.74596669241,0.0,0.0,0.225,-6,-30,19,644
909,8,7.74596669241,0.0,0.0,0.225,-6,-26,19,644
925,8,7.74596669241,0.0,0.0,0.225,-6,-18,19,644
933,8,7.74596669241,0.0,0.0,0.225,-6,-14,19,644
941,8,8.30662386292,0.0,0.0,0.225,-6,-10,19,644
949,8,8.30662386292,0.0,0.0,0.225,-6,-6,19,644
957,8,8.66025403784,0.0,0.0,0.225,-6,-2,19,644
965,8,7.74596669241,0.0,0.0,0.225,-2,-30,19,644
973,8,7.81024967591,0.0,0.0,0.225,-2,-26,19,644
981,8,7.81024967591,0.0,0.0,0.225,-2,-22,19,644
989,8,7.74596669241,0.0,0.0,0.225,-2,-18,19,644
1005,8,8.24621125124,0.0,0.0,0.225,-2,-10,19,644
1021,8,8.54400374532,0.0,0.0,0.225,-2,-2,19,644
1181,8,8.12403840464,0.0,0.0,0.35,-22,-18,19,644
1245,8,8.30662386292,0.0,0.0,0.35,-18,-18,19,644
1309,8,8.24621125124,0.0,0.0,0.35,-14,-18,19,644
1365,8,8.18535277187,0.0,0.0,0.35,-10,-22,19,644
1373,8,8.24621125124,0.0,0.0,0.35,-10,-18,19,644
1437,8,8.24621125124,0.0,0.0,0.35,-6,-18,19,644
1485,8,8.24621125124,0.0,0.0,0.35,-2,-26,19,644
1493,8,8.18535277187,0.0,0.0,0.35,-2,-22,19,644
1501,8,8.24621125124,0.0,0.0,0.35,-2,-18,19,644
1557,8,7.81024967591,0.0,0.0,0.475,-30,-22,19,644
